resena_id,cliente_id,libro_id,calificacion,comentario,fecha_resena
5060,143,978-0-7432-7357-2,4,Me surpreendeu positivamente.,2024-05-30
5061,565,978-1-49-204579-1,2,No está tan bueno.,2024-05-10
5062,561,978-0-14-310497-1,4,Bem escrito e envolvente.,2024-03-21
5063,855,978-1-59327-992-9,4,Impressed me more than expected.,2024-04-21
5064,244,978-1-59327-950-9,3,Tiene partes buenas y partes flojas.,2024-03-23
5065,244,978-84-376-0494-7,2,No lo volvería a leer.,2024-04-20
5066,244,978-0-14-310497-1,3,Normal para su precio.,2024-04-05
5067,99,978-0-7432-7356-5,2,An okay read but not satisfying.,2024-04-15
5068,787,978-84-204-8065-2,1,No lo recomiendo bajo ningún motivo.,2024-05-10
5069,787,978-0-06-231609-7,4,Se nota el trabajo y la dedicación.,2024-05-06
5070,787,978-0-385-07473-3,5,Un libro que releería mil veces.,2024-04-09
5071,24,978-0-7432-7356-5,1,Qualidade péssima.,2024-04-13
5072,24,978-0-7432-7357-2,1,Edição cheia de erros.,2024-04-28
5073,554,978-84-938-4620-5,4,Fácil de recomendar.,2024-03-23
5074,918,978-0-7432-7358-9,5,Personajes increíbles y gran narrativa.,2024-04-20
5075,918,978-85-508-0460-8,3,"Está bien, nada especial.",2024-04-24
5076,918,978-84-664-0542-1,3,Se deja leer.,2024-03-23
5077,918,978-84-376-0494-7,2,"Cumple muy justo, sin destacar en nada.",2024-04-11
5078,582,978-0-452-28831-7,4,História bem construída.,2024-04-19
5079,582,978-85-508-0460-8,5,Excelente!,2024-04-29
5080,582,978-1-25-014405-8,4,Bem escrito e envolvente.,2024-03-18
5081,710,978-84-376-0494-7,3,"Está bien, nada especial.",2024-04-03
5082,710,978-84-664-0542-1,1,El peor libro del año para mí.,2024-04-15
5083,905,978-84-670-5504-3,4,Gostei bastante.,2024-04-21
5084,54,978-0-7432-7358-9,3,Bom para passar o tempo.,2024-03-20
5085,54,978-0-7432-7356-5,5,Muito emocionante.,2024-03-08
5086,904,978-84-376-0494-7,4,Fácil de recomendar.,2024-04-28
5087,904,978-1-49-204579-1,5,Muito emocionante.,2024-04-30
5088,904,978-1-59327-950-9,5,Maravilhoso.,2024-04-10
5089,419,978-84-938-4620-5,2,"Tem boas ideias, mas execução fraca.",2024-04-28
5090,100,978-1-49-192912-2,5,Uma obra incrível!,2024-03-15
5091,100,978-0-14-310595-4,4,Leitura muito agradável.,2024-03-18
5092,100,978-1-49-205387-1,1,Não vale o tempo.,2024-03-05
5093,323,978-0-452-28831-7,5,A masterpiece.,2024-05-04
5094,323,978-0-525-51823-7,4,Well written and engaging.,2024-04-26
5095,638,978-84-9838-137-0,5,Excelente!,2024-04-25
5096,638,978-0-15-601219-5,5,Excelente!,2024-04-15
5097,20,978-84-664-0542-1,5,Simplesmente magnífico.,2024-04-10
5098,20,978-1-49-207126-4,4,Me surpreendeu positivamente.,2024-04-02
5099,34,978-84-376-0494-7,4,Great pacing and characters.,2024-04-14
5100,421,978-84-938-4620-5,4,Overall very solid.,2024-03-13
5101,421,978-1-61-729454-9,4,A delightful read.,2024-04-16
5102,593,978-1-32-400189-1,2,Poderia ser melhor.,2024-03-12
5103,309,978-1-32-400189-1,3,"Leitura leve, nada especial.",2024-04-10
5104,309,978-0-14-310595-4,3,Cumpre o básico.,2024-04-03
5105,309,978-84-938-4620-5,1,Chato e arrastado.,2024-05-15
5106,831,978-1-61-729454-9,1,No me gustó nada.,2024-05-09
5107,831,978-1-59327-992-9,5,Superó mis expectativas.,2024-04-17
5108,503,978-0-15-601219-5,5,An emotional and powerful book.,2024-05-01
5109,503,978-84-204-8527-5,3,"Solid, but not memorable.",2024-05-17
5110,474,978-0-525-51823-7,5,De los mejores que he leído en años.,2024-04-02
5111,474,978-0-14-310595-4,1,La historia no tiene sentido.,2024-03-28
5112,474,978-0-14-310497-1,4,Me tuvo enganchada de principio a fin.,2024-04-02
5113,579,978-84-204-8527-5,4,I liked it a lot.,2024-05-19
5114,450,978-0-307-58846-7,5,Muito emocionante.,2024-05-01
5115,658,978-1-32-400189-1,3,Perfectamente mediocre.,2024-04-24
5116,89,978-84-663-4265-8,4,Recomendado.,2024-05-01
5117,229,978-0-525-51823-7,4,Muy sólido en general.,2024-05-07
5118,229,978-1-49-207126-4,5,Increíblemente bien escrito.,2024-05-14
5119,229,978-0-452-28423-4,5,Excelente! Lo amé.,2024-05-11
5120,402,978-84-938-4620-5,4,Me surpreendeu positivamente.,2024-05-17
5121,641,978-0-06-231609-7,1,Overhyped and underdelivered.,2024-04-17
5122,641,978-1-49-207126-4,4,I was hooked most of the time.,2024-05-11
5123,219,978-0-14-310595-4,1,Muito ruim.,2024-03-25
5124,219,978-1-59327-950-9,4,Fácil de recomendar.,2024-03-29
5125,456,978-0-59-600920-5,4,Gostei bastante.,2024-05-09
5126,565,978-1-61-729443-3,5,Un libro que releería mil veces.,2024-04-16
5127,565,978-0-525-51823-7,5,"No tengo quejas, solo elogios.",2024-04-01
5128,643,978-1-49-207126-4,4,Works great.,2024-04-08
5129,266,978-84-938-4620-5,4,Muy sólido en general.,2024-04-23
5130,266,978-1-59327-950-9,5,Simplemente maravilloso.,2024-04-13
5131,720,978-84-204-8527-5,1,Um livro que não recomendo.,2024-04-12
5132,329,978-85-508-0460-8,1,Um dos piores que já li.,2024-03-22
5133,329,978-1-59-327599-0,4,Recomendado.,2024-03-30
5134,329,978-0-385-07473-3,4,Leitura muito agradável.,2024-03-16
5135,387,978-0-07-352340-8,3,Cumpre o básico.,2024-04-08
5136,699,978-1-59327-950-9,5,Loved every second of it.,2024-04-05
5137,699,978-0-06-231609-7,1,Nothing redeemable here.,2024-03-29
5138,699,978-1-49-192912-2,5,Couldn’t put it down.,2024-04-20
5139,788,978-0-452-28831-7,3,Entretenimento razoável.,2024-04-10
5140,788,978-1-49-207126-4,3,Bom para passar o tempo.,2024-04-29
5141,788,978-1-32-400189-1,4,Gostei bastante.,2024-04-28
5142,788,978-1-59-327599-0,4,Fácil de recomendar.,2024-04-10
5143,470,978-84-670-5504-3,1,No vale la pena ni el tiempo ni el dinero.,2024-04-13
5144,439,978-0-07-352340-8,4,Great pacing and characters.,2024-05-21
5145,128,978-84-938-4620-5,1,Muito ruim.,2024-03-21
5146,784,978-0-385-07473-3,3,"Leitura leve, nada especial.",2024-04-07
5147,784,978-1-25-014405-8,5,Um dos melhores que já li.,2024-04-06
5148,802,978-84-938-4620-5,2,Podría ser mejor.,2024-04-28
5149,802,978-1-61-729608-6,3,Perfectamente mediocre.,2024-03-20
5150,472,978-1-61-729454-9,3,Nada surpreendente.,2024-04-25
5151,658,978-1-61-729608-6,5,Personajes increíbles y gran narrativa.,2024-05-21
5152,658,978-0-525-51823-7,3,"No está mal, pero tampoco me fascinó.",2024-03-27
5153,780,978-1-49-207126-4,5,Excelente! Lo amé.,2024-03-10
5154,780,978-0-452-28423-4,1,Realmente decepcionante.,2024-03-29
5155,780,978-1-49-205387-1,2,No lo volvería a leer.,2024-03-31
5156,112,978-1-49-205387-1,4,Impressed me more than expected.,2024-04-21
5157,269,978-0-7432-7358-9,3,Cumpre o básico.,2024-04-22
5158,269,978-0-452-28831-7,3,Está ok.,2024-04-19
5159,865,978-1-49-205387-1,5,Perfeito do início ao fim.,2024-04-04
5160,865,978-0-385-07473-3,5,Excelente!,2024-04-13
5161,61,978-1-49-204579-1,5,Um dos melhores que já li.,2024-03-17
5162,31,978-84-9838-137-0,5,Um dos melhores que já li.,2024-04-11
5163,290,978-84-204-8065-2,4,Overall very solid.,2024-03-26
5164,290,978-0-307-58846-7,4,Well written and engaging.,2024-03-17
5165,290,978-1-49-207126-4,5,A true gem.,2024-04-29
5166,840,978-84-204-8065-2,4,Fácil de recomendar.,2024-03-27
5167,840,978-84-663-4265-8,1,Qualidade péssima.,2024-05-03
5168,807,978-0-15-601219-5,5,Una joya absoluta.,2024-04-10
5169,267,978-1-59-327599-0,4,Works great.,2024-03-23
5170,365,978-84-670-5504-3,2,Some good ideas poorly executed.,2024-04-09
5171,175,978-1-61-729608-6,1,História sem sentido.,2024-04-29
5172,175,978-84-664-0542-1,5,Leitura obrigatória.,2024-04-19
5173,27,978-0-06-245771-4,4,Recomendado.,2024-03-26
5174,870,978-0-06-245771-4,3,Ni fu ni fa.,2024-04-24
5175,870,978-1-59327-992-9,5,Una experiencia que me marcó.,2024-04-20
5176,915,978-1-49-204579-1,3,Entretenimento razoável.,2024-04-04
5177,915,978-1-61-729608-6,1,História sem sentido.,2024-04-22
5178,906,978-0-13-468599-1,3,"Simples, direto, razoável.",2024-03-28
5179,906,978-0-7432-7357-2,4,Fácil de recomendar.,2024-04-15
5180,765,978-84-376-0494-7,5,Leitura obrigatória.,2024-04-26
5181,177,978-0-525-51823-7,5,Phenomenal storytelling.,2024-03-31
5182,177,978-1-32-400189-1,1,Nothing redeemable here.,2024-03-22
5183,896,978-84-670-5504-3,4,Excelente quase o livro todo.,2024-04-07
5184,193,978-0-06-245771-4,4,Bem escrito e envolvente.,2024-05-17
5185,680,978-84-663-5341-8,5,Perfeito do início ao fim.,2024-05-07
5186,363,978-0-307-58846-7,5,5 estrellas sin dudarlo.,2024-04-20
5187,363,978-84-663-4265-8,4,Me tuvo enganchada de principio a fin.,2024-04-27
5188,945,978-0-452-28831-7,3,"Solid, but not memorable.",2024-04-02
5189,193,978-0-452-28423-4,5,Amei cada capítulo.,2024-04-05
5190,193,978-1-49-204579-1,5,Uma obra incrível!,2024-05-18
5191,233,978-85-508-0460-8,5,Leitura obrigatória.,2024-04-03
5192,856,978-84-664-0542-1,5,Simplesmente magnífico.,2024-04-21
5193,275,978-1-61-729454-9,3,Bom para passar o tempo.,2024-04-20
5194,275,978-1-59327-992-9,4,Leitura muito agradável.,2024-04-06
5195,463,978-1-61-729454-9,4,Excelente quase o livro todo.,2024-04-24
5196,118,978-1-49-207126-4,5,Amei cada capítulo.,2024-04-16
5197,590,978-1-59327-950-9,3,Normal para su precio.,2024-05-09
5198,903,978-84-938-4620-5,4,Worth reading for sure.,2024-03-25
5199,173,978-84-663-5341-8,4,Ótimos personagens.,2024-05-01
5200,210,978-1-59327-992-9,4,Fácil de recomendar.,2024-04-23
5201,210,978-85-508-0460-8,3,"Simples, direto, razoável.",2024-03-15
5202,761,978-0-15-601219-5,4,Overall very solid.,2024-04-14
5203,761,978-1-61-729443-3,4,A delightful read.,2024-04-27
5204,158,978-84-376-0494-7,4,Very entertaining.,2024-04-21
5205,624,978-1-61-729608-6,5,Excelente!,2024-03-08
5206,106,978-0-7432-7356-5,1,No me gustó nada.,2024-03-26
5207,408,978-1-49-205387-1,4,Excelente quase o livro todo.,2024-04-12
5208,936,978-1-61-729454-9,4,I was hooked most of the time.,2024-05-04
5209,936,978-1-61-729608-6,4,Worth reading for sure.,2024-04-04
5210,936,978-0-7432-7357-2,1,Story makes zero sense.,2024-04-27
5211,590,978-0-14-310497-1,2,Tiene algunos momentos pero no alcanza.,2024-04-21
5212,590,978-1-49-192912-2,4,Una lectura que disfruté mucho.,2024-04-02
5213,590,978-1-61-729443-3,3,Correcto pero olvidable.,2024-03-19
5214,687,978-1-32-400189-1,4,Ótimos personagens.,2024-04-26
5215,687,978-1-59-327599-0,3,Nada surpreendente.,2024-04-17
5216,698,978-84-376-0494-7,1,Chato e arrastado.,2024-03-30
5217,388,978-0-06-231609-7,5,An emotional and powerful book.,2024-03-29
5218,86,978-0-14-310497-1,5,Highly recommended!,2024-05-07
5219,628,978-0-385-07473-3,5,Leitura obrigatória.,2024-05-13
5220,628,978-84-376-0494-7,5,Superou expectativas.,2024-04-18
5221,887,978-0-7432-7358-9,1,Totalmente decepcionante.,2024-05-29
5222,887,978-1-49-192912-2,4,Gostei bastante.,2024-05-29
5223,567,978-1-49-204579-1,4,Gostei bastante.,2024-05-10
5224,567,978-0-14-310595-4,4,Me surpreendeu positivamente.,2024-04-12
5225,567,978-0-7432-7358-9,5,Superou expectativas.,2024-05-22
5226,544,978-1-59327-992-9,1,"No pude terminarlo, muy malo.",2024-05-16
5227,910,978-1-59327-950-9,2,Forgettable story.,2024-05-01
5228,723,978-85-508-0460-8,3,Nada surpreendente.,2024-05-26
5229,190,978-0-7432-7358-9,3,Algumas partes me agradaram.,2024-04-03
5230,190,978-1-59-327599-0,4,Excelente quase o livro todo.,2024-04-14
5231,190,978-1-61-729608-6,3,Algumas partes me agradaram.,2024-04-15
5232,811,978-84-376-0494-7,4,"Muy bueno, recomendado.",2024-03-16
5233,811,978-1-59-327599-0,3,Correcto pero olvidable.,2024-04-10
5234,18,978-0-14-310595-4,3,Nothing special but enjoyable.,2024-04-02
5235,140,978-0-59-600920-5,4,Leitura muito agradável.,2024-04-08
5236,419,978-1-59-327599-0,3,"Simples, direto, razoável.",2024-03-29
5237,790,978-1-61-729608-6,3,Mildly entertaining.,2024-04-14
5238,790,978-1-49-207126-4,5,Loved every second of it.,2024-04-20
5239,86,978-84-664-0542-1,2,Could be better.,2024-05-10
5240,86,978-1-59327-950-9,5,One of my all-time favorites.,2024-05-03
5241,86,978-84-670-5504-3,3,"A simple, light read.",2024-04-17
5242,305,978-1-49-207126-4,1,Terrible quality.,2024-03-18
5243,305,978-0-07-352340-8,4,Really good storytelling.,2024-04-05
5244,305,978-1-49-192912-2,5,A brilliant work.,2024-03-21
5245,450,978-84-204-8065-2,5,Simplesmente magnífico.,2024-05-13
5246,450,978-84-664-0542-1,3,Entretenimento razoável.,2024-04-18
5247,450,978-0-59-600920-5,4,Me surpreendeu positivamente.,2024-05-19
5248,450,978-84-663-4265-8,3,Cumpre o básico.,2024-04-17
5249,450,978-0-7432-7358-9,4,Bem escrito e envolvente.,2024-04-28
5250,186,978-0-15-601219-5,5,Superou expectativas.,2024-04-13
5251,186,978-1-59327-992-9,4,Ótimos personagens.,2024-04-11
5252,186,978-84-663-5341-8,1,História sem sentido.,2024-04-29
5253,85,978-84-938-4620-5,5,Excelente!,2024-04-26
5254,295,978-0-13-468599-1,4,Me surpreendeu positivamente.,2024-03-10
5255,5,978-0-14-044926-6,3,I liked some chapters a lot.,2024-03-25
5256,5,978-0-14-310595-4,3,"Solid, but not memorable.",2024-05-15
5257,5,978-84-670-5504-3,5,Exceeded my expectations.,2024-04-01
5258,5,978-84-663-5341-8,4,I liked it a lot.,2024-03-22
5259,602,978-1-59327-950-9,5,Um dos melhores que já li.,2024-04-24
5260,602,978-1-59327-992-9,1,Edição cheia de erros.,2024-04-27
5261,602,978-84-938-4620-5,5,Uma obra incrível!,2024-03-27
5262,602,978-1-25-014405-8,3,"Simples, direto, razoável.",2024-03-29
5263,602,978-0-14-044926-6,1,Bem abaixo do esperado.,2024-04-21
5264,259,978-84-9838-137-0,1,História sem sentido.,2024-03-31
5265,259,978-1-32-400189-1,5,Uma verdadeira obra-prima.,2024-04-11
5266,380,978-0-59-600920-5,1,"Terrible edición, lleno de errores.",2024-05-06
5267,380,978-0-15-601219-5,3,Una lectura rápida y ligera.,2024-04-28
5268,380,978-84-664-0542-1,2,No está tan bueno.,2024-04-11
5269,84,978-0-7432-7357-2,3,Mildly entertaining.,2024-04-17
5270,84,978-84-663-5341-8,4,Would definitely recommend.,2024-03-11
5271,84,978-0-452-28423-4,3,Average experience.,2024-03-12
5272,232,978-0-385-07473-3,2,Personagens sem profundidade.,2024-04-10
5273,232,978-0-59-600920-5,3,Aceitável considerando o preço.,2024-03-23
5274,502,978-0-7432-7356-5,2,"Just fine, but not enough.",2024-03-26
5275,502,978-0-385-07473-3,1,I regret buying it.,2024-03-28
5276,164,978-84-938-4620-5,5,Couldn’t put it down.,2024-04-08
5277,928,978-0-06-245771-4,3,Nada surpreendente.,2024-03-25
5278,928,978-1-61-729608-6,3,"Leitura leve, nada especial.",2024-04-02
5279,9,978-0-15-601219-5,2,"Regular, nada demais.",2024-03-22
5280,122,978-84-938-4620-5,1,Edição cheia de erros.,2024-05-10
5281,122,978-1-49-204579-1,3,Bom para passar o tempo.,2024-05-02
5282,122,978-84-204-8527-5,5,Maravilhoso.,2024-04-19
5283,292,978-0-452-28423-4,2,"Not terrible, not good either.",2024-04-27
5284,292,978-0-14-044926-6,4,Quite enjoyable.,2024-04-02
5285,234,978-0-06-245771-4,3,"No está mal, pero tampoco me fascinó.",2024-05-02
5286,234,978-0-15-601219-5,5,5 estrellas sin dudarlo.,2024-03-30
5287,234,978-0-07-352340-8,4,Lo volvería a leer.,2024-04-13
5288,234,978-1-59327-950-9,3,Un libro promedio.,2024-03-11
5289,526,978-84-9838-137-0,2,Um pouco decepcionante.,2024-04-20
5290,907,978-0-14-310595-4,3,Aceitável considerando o preço.,2024-04-12
5291,332,978-1-25-014405-8,3,Decent for the price.,2024-04-17
5292,332,978-84-9838-137-0,5,Absolutely amazing.,2024-04-07
5293,332,978-1-59-327599-0,4,Very entertaining.,2024-05-02
5294,199,978-0-307-58846-7,4,Recomendado.,2024-04-11
5295,356,978-84-663-4265-8,5,Muito emocionante.,2024-05-18
5296,356,978-1-61-729443-3,1,Um dos piores que já li.,2024-04-17
5297,356,978-84-663-5341-8,5,Uma verdadeira obra-prima.,2024-05-02
5298,9,978-0-06-231609-7,2,Não é muito bom.,2024-04-13
5299,9,978-1-25-014405-8,5,Amei cada capítulo.,2024-04-07
5300,9,978-0-385-07473-3,4,Ótimos personagens.,2024-03-07
5301,620,978-1-61-729454-9,4,Leitura muito agradável.,2024-05-09
5302,620,978-0-07-352340-8,4,Fácil de recomendar.,2024-04-16
5303,706,978-1-32-400189-1,4,I was hooked most of the time.,2024-04-29
5304,211,978-0-07-352340-8,2,"Tuvo potencial, pero mal ejecutado.",2024-04-25
5305,784,978-1-49-204579-1,5,Amei cada capítulo.,2024-03-21
5306,916,978-0-452-28423-4,4,Would definitely recommend.,2024-04-04
5307,601,978-0-14-310497-1,5,Uma obra incrível!,2024-03-12
5308,601,978-0-13-468599-1,5,Amei cada capítulo.,2024-04-25
5309,430,978-1-32-400189-1,3,Entretenimento razoável.,2024-04-21
5310,479,978-1-59327-992-9,4,Lo recomiendo sin dudar.,2024-04-02
5311,479,978-84-664-0542-1,3,"Predecible, pero disfrutable.",2024-04-05
5312,479,978-0-07-352340-8,4,Lectura atrapante casi todo el tiempo.,2024-03-24
5313,953,978-0-7432-7357-2,4,"Muy bueno, recomendado.",2024-03-31
5314,953,978-1-25-014405-8,3,"Aceptable, aunque le falta profundidad.",2024-05-05
5315,518,978-85-508-0460-8,5,Leitura obrigatória.,2024-04-22
5316,518,978-0-14-044926-6,4,Ótimos personagens.,2024-04-10
5317,518,978-84-376-0494-7,5,Maravilhoso.,2024-04-20
5318,767,978-84-376-0494-7,4,Would definitely recommend.,2024-04-19
5319,805,978-0-307-58846-7,3,Un libro promedio.,2024-05-23
5320,588,978-1-49-192912-2,3,Middle of the road.,2024-04-28
5321,588,978-0-14-310595-4,5,A true gem.,2024-04-26
5322,588,978-85-508-0460-8,4,Quite enjoyable.,2024-04-23
5323,950,978-0-7432-7358-9,4,I was hooked most of the time.,2024-04-24
5324,950,978-1-61-729608-6,3,"A simple, light read.",2024-04-05
5325,921,978-84-663-5341-8,5,Muito emocionante.,2024-05-09
5326,921,978-0-13-468599-1,5,Amei cada capítulo.,2024-04-18
5327,382,978-0-307-58846-7,3,Está ok.,2024-04-28
5328,97,978-0-06-231609-7,2,Forgettable story.,2024-04-18
5329,97,978-0-14-044926-6,5,A brilliant work.,2024-05-07
5330,699,978-84-664-0542-1,5,A book I’ll never forget.,2024-05-14
5331,699,978-1-61-729454-9,4,Overall very solid.,2024-04-20
5332,699,978-0-06-245771-4,3,Nothing special but enjoyable.,2024-03-25
5333,699,978-84-663-5341-8,5,A true gem.,2024-04-27
5334,529,978-1-59327-950-9,5,Couldn’t put it down.,2024-04-28
5335,204,978-0-14-310497-1,1,Edição cheia de erros.,2024-04-22
5336,204,978-84-9838-137-0,5,Excelente!,2024-04-12
5337,494,978-1-49-207126-4,4,Muy bien escrito.,2024-05-02
5338,494,978-0-7432-7358-9,5,Personajes increíbles y gran narrativa.,2024-04-12
5339,494,978-0-385-07473-3,2,Empezó bien pero se vino abajo rápido.,2024-04-12
5340,235,978-0-7432-7358-9,4,Very entertaining.,2024-05-11
5341,664,978-1-59327-992-9,3,Entretenido pero poco memorable.,2024-05-11
5342,664,978-84-663-5341-8,2,"Cumple muy justo, sin destacar en nada.",2024-05-10
5343,664,978-1-61-729608-6,3,Entretenido pero poco memorable.,2024-05-19
5344,203,978-0-14-310497-1,2,La trama no engancha.,2024-04-13
5345,203,978-1-49-204579-1,4,Muy sólido en general.,2024-04-01
5346,203,978-1-25-014405-8,4,Una lectura que disfruté mucho.,2024-03-20
5347,356,978-1-59-327599-0,1,Não vale o tempo.,2024-05-19
5348,356,978-84-376-0494-7,1,Totalmente decepcionante.,2024-03-28
5349,356,978-1-49-205387-1,3,Nada surpreendente.,2024-05-11
5350,356,978-1-59327-992-9,5,Excelente!,2024-04-26
5351,264,978-0-7432-7357-2,4,I was hooked most of the time.,2024-04-08
5352,264,978-0-06-231609-7,5,Absolutely amazing.,2024-05-08
5353,264,978-0-06-245771-4,4,Quite enjoyable.,2024-04-13
5354,575,978-1-61-729608-6,5,Simplesmente magnífico.,2024-03-12
5355,575,978-84-664-0542-1,3,Regular.,2024-04-13
5356,795,978-1-49-204579-1,5,Leitura obrigatória.,2024-04-11
5357,795,978-0-14-044926-6,5,Superou expectativas.,2024-03-23
5358,60,978-84-663-5341-8,3,Pretty average book.,2024-04-06
5359,60,978-1-61-729454-9,3,"Good in parts, weak in others.",2024-05-05
5360,60,978-1-61-729608-6,4,Great pacing and characters.,2024-04-15
5361,60,978-0-452-28423-4,3,Good casual reading.,2024-04-29
5362,602,978-1-49-207126-4,2,Um pouco decepcionante.,2024-05-14
5363,602,978-0-452-28423-4,4,Recomendado.,2024-05-04
5364,602,978-1-49-204579-1,4,Me surpreendeu positivamente.,2024-05-09
5365,799,978-0-452-28423-4,4,Well written and engaging.,2024-04-05
5366,899,978-1-61-729608-6,4,Overall very solid.,2024-04-03
5367,110,978-84-663-4265-8,5,Excelente!,2024-04-01
5368,591,978-0-307-58846-7,5,Leitura obrigatória.,2024-04-03
5369,495,978-0-13-468599-1,4,Gostei bastante.,2024-04-10
5370,136,978-0-7432-7358-9,3,"Solid, but not memorable.",2024-03-27
5371,94,978-0-7432-7357-2,4,Muy bien escrito.,2024-04-01
5372,94,978-1-61-729454-9,5,De esos libros que te cambian el día.,2024-03-16
5373,274,978-84-664-0542-1,3,Aceitável considerando o preço.,2024-03-25
5374,274,978-0-385-07473-3,2,"Tem boas ideias, mas execução fraca.",2024-03-18
5375,905,978-1-59327-950-9,4,Ótimos personagens.,2024-04-14
5376,636,978-0-06-231609-7,2,Não prende a atenção.,2024-03-24
5377,636,978-1-61-729454-9,5,Excelente!,2024-03-23
5378,250,978-1-59327-992-9,3,"Simples, direto, razoável.",2024-04-21
5379,250,978-0-525-51823-7,5,Muito emocionante.,2024-03-18
5380,810,978-1-49-192912-2,4,Ótimos personagens.,2024-03-27
5381,391,978-84-663-4265-8,3,Algumas partes me agradaram.,2024-04-09
5382,391,978-85-508-0460-8,4,História bem construída.,2024-03-12
5383,838,978-0-14-310595-4,3,"A simple, light read.",2024-04-10
5384,838,978-1-25-014405-8,4,Very entertaining.,2024-04-02
5385,363,978-0-13-468599-1,2,Me dejó una sensación amarga.,2024-05-01
5386,244,978-1-49-207126-4,4,Lo recomiendo sin dudar.,2024-04-19
5387,244,978-0-06-245771-4,3,Perfectamente mediocre.,2024-03-21
5388,435,978-0-525-51823-7,5,Beautifully written.,2024-05-02
5389,435,978-0-452-28423-4,4,Great pacing and characters.,2024-04-29
5390,435,978-84-204-8527-5,2,Expected more from it.,2024-03-23
5391,435,978-0-59-600920-5,4,I was hooked most of the time.,2024-03-21
5392,435,978-1-49-205387-1,5,Beautifully written.,2024-04-19
5393,75,978-0-7432-7357-2,5,One of my all-time favorites.,2024-05-13
5394,744,978-1-49-207126-4,4,Excelente quase o livro todo.,2024-04-16
5395,744,978-0-385-07473-3,1,Muito ruim.,2024-04-30
5396,663,978-0-59-600920-5,5,Superou expectativas.,2024-03-25
5397,778,978-0-452-28423-4,5,Un libro que releería mil veces.,2024-04-01
5398,393,978-0-385-07473-3,5,Phenomenal storytelling.,2024-04-09
5399,393,978-1-49-192912-2,5,Five stars without hesitation.,2024-03-22
5400,728,978-0-7432-7357-2,2,"Tuvo potencial, pero mal ejecutado.",2024-04-14
5401,920,978-1-49-192912-2,5,Superó mis expectativas.,2024-04-05
5402,289,978-1-59327-992-9,3,Regular.,2024-05-19
5403,375,978-1-59327-950-9,4,Bem escrito e envolvente.,2024-04-04
5404,375,978-1-25-014405-8,5,Perfeito do início ao fim.,2024-04-19
5405,552,978-1-61-729454-9,3,"Good in parts, weak in others.",2024-04-06
5406,753,978-0-7432-7356-5,3,"Simples, direto, razoável.",2024-04-08
5407,753,978-84-204-8527-5,3,Cumpre o básico.,2024-03-28
5408,504,978-0-14-044926-6,3,Pretty average book.,2024-04-01
5409,338,978-84-938-4620-5,5,Cinco estrelas sem pensar duas vezes.,2024-04-02
5410,338,978-1-61-729608-6,5,Muito emocionante.,2024-04-19
5411,34,978-84-663-4265-8,1,Terrible quality.,2024-04-23
5412,34,978-0-307-58846-7,5,One of my all-time favorites.,2024-05-20
5413,907,978-1-32-400189-1,4,Recomendado.,2024-04-01
5414,394,978-0-06-245771-4,4,Well written and engaging.,2024-04-07
5415,321,978-1-59327-950-9,5,Uma obra incrível!,2024-04-09
5416,321,978-0-7432-7357-2,5,Excelente!,2024-03-17
5417,321,978-0-14-310595-4,4,Leitura muito agradável.,2024-03-28
5418,321,978-84-663-4265-8,2,"Tem boas ideias, mas execução fraca.",2024-04-04
5419,321,978-84-9838-137-0,5,Uma verdadeira obra-prima.,2024-03-08
5420,433,978-84-663-4265-8,4,Overall very solid.,2024-04-01
5421,817,978-84-938-4620-5,1,"Caótico, mal escrito y aburrido.",2024-03-15
5422,250,978-0-452-28423-4,3,Bom para passar o tempo.,2024-04-09
5423,83,978-0-7432-7357-2,4,Me gustó bastante.,2024-05-02
5424,83,978-0-15-601219-5,5,De esos libros que te cambian el día.,2024-05-09
5425,84,978-1-49-207126-4,3,Average experience.,2024-04-02
5426,84,978-0-14-044926-6,5,Perfect from start to finish.,2024-03-15
5427,108,978-0-14-044926-6,5,Un libro que releería mil veces.,2024-04-11
5428,108,978-84-663-4265-8,5,Increíblemente bien escrito.,2024-03-24
5429,108,978-0-452-28423-4,4,Muy sólido en general.,2024-04-26
5430,279,978-1-61-729454-9,1,I regret buying it.,2024-05-18
5431,279,978-0-385-07473-3,5,An emotional and powerful book.,2024-05-05
5432,41,978-84-663-5341-8,5,Increíblemente bien escrito.,2024-05-05
5433,77,978-84-670-5504-3,4,Me surpreendeu positivamente.,2024-03-29
5434,716,978-0-07-352340-8,4,Me tuvo enganchada de principio a fin.,2024-04-10
5435,422,978-0-06-245771-4,3,Se deja leer.,2024-05-05
5436,761,978-1-61-729608-6,3,Middle of the road.,2024-03-20
5437,761,978-0-13-468599-1,5,Absolutely amazing.,2024-05-08
5438,756,978-1-61-729443-3,4,Me surpreendeu positivamente.,2024-04-11
5439,756,978-1-32-400189-1,1,Um livro que não recomendo.,2024-05-06
5440,756,978-84-376-0494-7,4,Excelente quase o livro todo.,2024-03-30
5441,621,978-84-663-4265-8,5,Un libro que releería mil veces.,2024-05-28
5442,621,978-1-49-207126-4,2,Podría ser mejor.,2024-05-23
5443,621,978-0-307-58846-7,4,Gran desarrollo de personajes.,2024-04-28
5444,904,978-0-452-28423-4,4,Gostei bastante.,2024-04-20
5445,94,978-1-61-729443-3,4,Un libro para recomendar.,2024-04-18
